,mag_height_m,mag_diameter_m,x_cen,y_cen,z_rest,zyokem,zlaserm,dstandm,dstand0m
0,0.006350000000000001,0.006350000000000001,0.016731183977726608,-0.0019724863076631917,0.08902613330335564,0.3,0.29,0.141,0.029
