,mag_height_m,mag_diameter_m,x_cen,y_cen,z_rest,zyokem,zlaserm,dstandm,dstand0m
0,0.006350000000000001,0.006350000000000001,0.0161204707169294,-0.0019706013793382884,0.08786334273927046,0.3,0.29,0.141,0.029
